,iter,drug,tissue,model,transform,num_genes,balance_Weights,acc,auc
187,37,Atezo,BLCA,MLP,tpm,5,False,0.7573221757322176,0.5713438735177866
188,38,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6357707509881423
189,39,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.641205533596838
190,40,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6156126482213439
191,41,Atezo,BLCA,MLP,tpm,5,False,0.7573221757322176,0.6569169960474308
192,42,Atezo,BLCA,MLP,tpm,5,False,0.7573221757322176,0.6199604743083005
193,43,Atezo,BLCA,MLP,tpm,5,False,0.7238493723849372,0.5558300395256917
194,44,Atezo,BLCA,MLP,tpm,5,False,0.7531380753138075,0.5877470355731226
195,45,Atezo,BLCA,MLP,tpm,5,False,0.7656903765690377,0.6443675889328063
196,46,Atezo,BLCA,MLP,tpm,5,False,0.7489539748953975,0.6564229249011857
197,47,Atezo,BLCA,MLP,tpm,5,False,0.7656903765690377,0.5433794466403162
198,48,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5645256916996048
199,49,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5696640316205533
200,0,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
201,1,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
202,2,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
203,3,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
204,4,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
205,5,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
206,6,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
207,7,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
208,8,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
209,9,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
210,10,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
211,11,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
212,12,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
213,13,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
214,14,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
215,15,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
216,16,Atezo,BLCA,prior,log_tpm,5,False,0.7698744769874477,0.5
